CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
100001882,402,52234,164199,Lipid,Hexosylceramides (HCER),3059,NAMED,,OC1C(CO)OC(OC[C@H](NC(CCCCCCCCCCCCCCCCC)=O)[C@H](O)/C=C/CCCCCCCCCCCCC)C(O)C1O,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),glycosyl-N-stearoyl-sphingosine (d18:1/18:0),,,,,,Pos Late
100001890,400,37093,156315,Peptide,Dipeptide,663,NAMED,RDIKFPRVLJLMER-UHFFFAOYAD,NC(C)C(NC(CC(C)C)C(O)=O)=O,alanylleucine,alanylleucine,1638-60-4,227831,HMDB0028691,,259583,Pos Early
100001948,400,37058,156287,Energy,TCA Cycle,1448,NAMED,,[O-]C(CC(C[N+](C)(C)C)OC(CCC(O)=O)=O)=O,succinylcarnitine (C4-DC),succinylcarnitine (C4-DC),256928-74-2,28639166,HMDB0061717,,71464481,Pos Early
100001950,402,32586,158528,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4410,NAMED,BPYKTIZUTYGOLE-BMNRKXREBL,CC(C(N/1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C\4C)=O)N3)N2,"bilirubin (E,E)*","bilirubin (E,E)*",,4474753,,,129320511,Pos Late
100001956,400,37431,156358,Amino Acid,Urea cycle; Arginine and Proline Metabolism,518,NAMED,CWLQUGTUXBXTLF-UHFFFAOYAJ,O=C(O)C1N(C)CCC1,N-methylproline,N-methylproline,475-11-6,541,HMDB0094696,,643474,Pos Early
100001988,209,37198,144254,Lipid,Progestin Steroids,3281,NAMED,,C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CCC4C(OS(=O)(O)=O)C)([H])C[C@@H](OS(=O)(O)=O)CC1,"5alpha-pregnan-3beta,20alpha-diol disulfate","5alpha-pregnan-3beta,20alpha-diol disulfate",,,HMDB0094650,,118703093,Neg
100001989,209,32599,142563,Lipid,Secondary Bile Acid Metabolism,3536,NAMED,,O=S(OC1CCC2(C)C(CCC3C2CCC4(C)C3CCC4C(CCC(NCC(O)=O)=O)C)=C1)(O)=O,glycocholenate sulfate*,glycocholenate sulfate*,,,,,,Neg
100001990,209,32807,142566,Lipid,Secondary Bile Acid Metabolism,3537,NAMED,,O=S(OC1CCC2(C)C(CCC3C2CCC4(C)C3CCC4C(CCC(NCCS(=O)(O)=O)=O)C)=C1)(O)=O,taurocholenate sulfate*,taurocholenate sulfate*,,,,,,Neg
100001992,209,37202,144229,Lipid,Androgenic Steroids,3364,NAMED,,C[C@@]12C(CCC3C2CC[C@@]4(C)C3CC[C@@H]4OS(=O)(O)=O)=C[C@@H](OS(=O)(O)=O)CC1,"androstenediol (3beta,17beta) disulfate (1)","androstenediol (3beta,17beta) disulfate (1)",,,HMDB0240313,C04295,87120982,Neg
100001993,209,32562,149820,Lipid,Pregnenolone Steroids,3261,NAMED,,C[C@@]12C(CCC3C2CC[C@@]4(C)C3CCC4C(OS(=O)(O)=O)C)=CC(OS(=O)(O)=O)CC1,pregnenediol disulfate (C21H34O8S2)*,pregnen-diol disulfate*,,,,,,Neg
100001994,209,37203,144269,Lipid,Androgenic Steroids,3365,NAMED,,C[C@]12C(CCC3C1CC[C@]4(C3CC[C@@H]4OS(=O)(O)=O)C)=C[C@H](CC2)OS(=O)(O)=O,"androstenediol (3beta,17beta) disulfate (2)","androstenediol (3beta,17beta) disulfate (2)",,,HMDB0240313,,87120982,Neg
100001999,209,46115,143743,Lipid,Pregnenolone Steroids,3254,NAMED,CBOVWLYQUCVTFA-WPWXJNKXBZ,C[C@@]1([C@H]2[C@@](COS(=O)(O)=O)=O)[C@](CC2)([H])[C@@](CC=C3[C@@]4(CC[C@H](OS(=O)(O)=O)C3)C)([H])[C@@]4([H])CC1,21-hydroxypregnenolone disulfate,21-hydroxypregnenolone disulfate,1164-98-3,118625,,,134595,Neg
100002009,209,37196,144279,Lipid,Progestin Steroids,3272,NAMED,,O[C@H]1CC[C@@]2(C)[C@](CCC3C2CC[C@@]4(C)C3CCC4C(C)OS(=O)(O)=O)([H])C1,"5alpha-pregnan-3beta,20beta-diol monosulfate (1)","5alpha-pregnan-3beta,20beta-diol monosulfate (1)",,,HMDB0240580,,,Neg
100002013,209,37199,144282,Lipid,Progestin Steroids,3274,NAMED,,O[C@H]1CC[C@@]2(C)[C@](CCC3C2CC[C@@]4(C)C3CCC4[C@](C)([H])OS(=O)(O)=O)([H])C1,"5alpha-pregnan-3beta,20alpha-diol monosulfate (1)","5alpha-pregnan-3beta,20alpha-diol monosulfate (1)",,,,,,Neg
100002014,209,37200,144283,Lipid,Progestin Steroids,3275,NAMED,,C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CCC4[C@](C)([H])O)([H])C[C@@H](OS(=O)(O)=O)CC1,"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)","5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",,,,,,Neg
100002015,209,46172,144285,Lipid,Progestin Steroids,3282,NAMED,LSQGWMYMIHQKSA-UHFFFAOYAD,CC(OS(=O)(O)=O)C1CCC2C3CCC4CC(OS(=O)(O)=O)CCC4(C)C3CCC21C,5alpha-pregnan-diol disulfate,5alpha-pregnan-diol disulfate,,4302261,"HMDB0240581,HMDB0240582",,"3082277,5127902",Neg
100002028,209,37211,144263,Lipid,Androgenic Steroids,3361,NAMED,,O[C@H]1CCC2C3CCC4=C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C,"androstenediol (3beta,17beta) monosulfate (1)","androstenediol (3beta,17beta) monosulfate (1)",521-17-5,,HMDB0240429,,"129670631,13847309",Neg
100002029,209,37210,144261,Lipid,Androgenic Steroids,3362,NAMED,,O[C@H]1CC[C@@]2(C)C(CCC3C2CC[C@@]4(C)C3CC[C@@H]4OS(=O)(O)=O)=C1,"androstenediol (3beta,17beta) monosulfate (2)","androstenediol (3beta,17beta) monosulfate (2)",,,"HMDB0240429,HMDB0186954",,,Neg
100002035,209,37480,212653,Lipid,Progestin Steroids,3271,NAMED,,C[C@@]12C(CCC2C(C)=O)C3CC[C@@]4([H])C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC1,"5alpha-pregnan-3beta-ol,20-one sulfate","5alpha-pregnan-3beta-ol,20-one sulfate",7730-00-9,,,,,Neg
100002070,209,37253,143775,Lipid,"Fatty Acid, Dicarboxylate",1664,NAMED,HWXBTNAVRSUOJR-UHFFFAOYAI,O=C(O)CCC(O)C(O)=O,2-hydroxyglutarate,2-hydroxyglutarate,40951-21-1,42,HMDB0059655,C02630,43,Neg
100002078,400,37451,156376,Amino Acid,Tyrosine Metabolism,217,NAMED,MWZPENIJLUWBSY-UHFFFAOYAX,OC1=CC=C(CC(C(OC)=O)N)C=C1,O-methyltyrosine,O-methyltyrosine,1080-06-4,69406,HMDB0014903,D00762,"441350,2723935",Pos Early
100002102,305,37432,147835,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4242,NAMED,LJLLAWRMBZNPMO-UHFFFAOYAA,CC(NCCC(O)=O)=O,N-acetyl-beta-alanine,N-acetyl-beta-alanine,3025-95-4,68881,HMDB0061880,C01073,76406,Polar
100002103,400,62100,218945,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",447,NAMED,OLVVOVIFTBSBBH-UHFFFAOYAD,OC1C(O)C(O)C(CSC)O1,5-methylthioribose**,5-methylthioribose**,23656-67-9,480,HMDB0001087,,6419710,Pos Early
100002106,402,37529,164200,Lipid,Sphingomyelins,3120,NAMED,NBEADXWAAWCCDG-QDDWGVBQBP,O=C(CCCCCCC/C=C\CCCCCCCC)N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H],"sphingomyelin (d18:1/18:1, d18:2/18:0)","sphingomyelin (d18:1/18:1, d18:2/18:0)",108392-10-5,4947837,HMDB0012101,,6443882,Pos Late
100002107,402,37506,164195,Lipid,Sphingomyelins,3104,NAMED,RWKUXQNLWDTSLO-GWQJGLRPBP,CCCCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,palmitoyl sphingomyelin (d18:1/16:0),palmitoyl sphingomyelin (d18:1/16:0),6254-89-3,8115562,HMDB0010169,,9939941,Pos Late
100002113,400,37443,156369,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",468,NAMED,ADVPTQAUNPRNPO-UHFFFAOYAU,O=C(C(CS(O)=O)N)O,cysteine sulfinic acid,cysteine sulfinic acid,207121-48-0,107,HMDB0000996,C00606,109,Pos Early
100002122,209,39600,141918,Xenobiotics,Benzoate Metabolism,4469,NAMED,XDOFWFNMYJRHEW-UHFFFAOYAF,O=C(C1=CC=CC(O)=C1)NCC(O)=O,3-hydroxyhippurate,3-hydroxyhippurate,1637-75-8,396603,HMDB0006116,,450268,Neg
100002126,209,38168,143871,Lipid,Androgenic Steroids,3340,NAMED,,O=C1[C@H](O)CC2C3CC=C4C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C,16a-hydroxy DHEA 3-sulfate,16a-hydroxy DHEA 3-sulfate,,,HMDB0062544,,20848950,Neg
100002132,400,52987,166226,Amino Acid,Polyamine Metabolism,554,NAMED,NPDTUDWGJMBVEP-UHFFFAOYAO,CC(NCCCNCCCCNCCCNC(C)=O)=O,"N1,N12-diacetylspermine","N1,N12-diacetylspermine",61345-83-3,117134,HMDB0002172,C03413,132680,Pos Early
100002137,209,37372,143751,Lipid,Eicosanoid,2136,NAMED,KGIJOOYOSFUGPC-XTDASVJIBK,OC(CCCC(O)/C=C/C=C\C/C=C\C/C=C\CCCCC)=O,5-HETE,5-HETE,73307-52-5,8038582,HMDB0011134,C04805,5280733,Neg
100002154,400,37459,156384,Xenobiotics,Food Component/Plant,4894,NAMED,SSISHJJTAXXQAX-UHFFFAOYAO,S=C1NC(CC(C([O-])=O)[N+](C)(C)C)=CN1,ergothioneine,ergothioneine,58511-63-0,2297320,HMDB0003045,C05570,5351619,Pos Early
100002155,400,37468,156392,Xenobiotics,Drug - Antibiotic,5469,NAMED,JGSARLDLIJGVTE-UHFFFAOYAJ,CC1(C)C(C(O)=O)N2C(C(NC(CC3=CC=CC=C3)=O)C2=O)S1,penicillin G,penicillin G,69-57-8,2259,HMDB0015186,C05551,5904,Pos Early
100002180,209,46896,148134,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1230,NAMED,,[H]C1(C([H])(C([H])(OC1(COP(O)(O)=O)O)COP(O)(O)=O)O)O,"fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates",Isobar: hexose diphosphates,,,"HMDB0001058,HMDB0003514","C01231,C00354,C05378","3934,124383956,10404962,718,4453,90658350,445557,82400",Neg
100002196,209,37752,145686,Lipid,"Fatty Acid, Monohydroxy",2015,NAMED,,OC(CCCCCCC/C=C\C=C\[C@H](CCCCC)O)=O,13-HODE + 9-HODE,13-HODE + 9-HODE,,,"HMDB0004670,HMDB0004667","C14767,C14762","5312830,5282945,1424,5282947,5282944",Neg
100002199,209,62919,220775,Lipid,"Fatty Acid, Dicarboxylate",1691,NAMED,,O=C(O)CCCCCC/C=C/CCCC(O)=O,tridecenedioate (C13:1-DC)*,tridecenedioate (C13:1-DC)*,,,,,,Neg
100002227,402,38125,164218,Lipid,Sterol,3220,NAMED,NYOXRYYXRWJDKP-UHFFFAOYAV,CC12C(CCC3C2CCC4(C)C3CCC4C(CCCC(C)C)C)=CC(CC1)=O,4-cholesten-3-one,4-cholesten-3-one,601-57-0,427,HMDB0000921,C00599,91477,Pos Late
100002249,400,43530,157031,Amino Acid,Lysine Metabolism,135,NAMED,,O=C(C)NCCCCCN,N-acetyl-cadaverine,N-acetyl-cadaverine,32343-73-0,,HMDB0002284,,10374713,Pos Early
100002259,402,38178,159020,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1881,NAMED,,O=C([O-])CC(OC(CC/C=C\CCCCC)=O)C[N+](C)(C)C,cis-4-decenoylcarnitine (C10:1),cis-4-decenoylcarnitine (C10:1),98930-66-6,28639171,HMDB0013205,,57357170,Pos Late
100002284,305,62950,220825,Lipid,"Fatty Acid, Dihydroxy",2034,NAMED,LOUGYXZSURQALL-GBXIJSLDBN,C[C@@H](O)[C@H](O)C(O)=O,"2S,3R-dihydroxybutyrate","2S,3R-dihydroxybutyrate",5057-93-2,9139682,HMDB0002453,,10964471,Polar
100002285,305,62951,220826,Lipid,"Fatty Acid, Dihydroxy",2037,NAMED,UFYGCFHQAXXBCF-UHFFFAOYAA,OCCC(O)C(O)=O,"2,4-dihydroxybutyrate","2,4-dihydroxybutyrate",1518-62-3,167259,HMDB0000360,,192742,Polar
100002324,400,47897,157694,Xenobiotics,Drug - Other,5989,NAMED,GBFLZEXEOZUWRN-UHFFFAOYAN,OC(CSCC(N)C(O)=O)=O,S-carboxymethyl-L-cysteine,S-carboxymethyl-L-cysteine,638-23-3,1050,HMDB0029415,C03727,193653,Pos Early
100002356,209,38296,141846,Lipid,"Fatty Acid, Branched",1649,NAMED,YETXGSGCWODRAA-UHFFFAOYAR,OC(CCCCCCCCCCCCCCCC(C)C)=O,(16 or 17)-methylstearate (a19:0 or i19:0),(16 or 17)-methylstearate (a19:0 or i19:0),2724-59-6,2340933,HMDB0037397,,3083779,Neg
100002367,305,63109,221751,Lipid,"Fatty Acid, Dihydroxy",2035,NAMED,LOUGYXZSURQALL-PWNYCUMCBK,OC([C@H](O)[C@H](O)C)=O,"2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",759-06-8,17215960,HMDB0000498,,13120901,Polar
100002390,209,43592,152936,Xenobiotics,Chemical,6211,NAMED,JOXIMZWYDAKGHI-UHFFFAOYAG,CC1=CC=C(S(O)(=O)=O)C=C1,4-methylbenzenesulfonate,4-methylbenzenesulfonate,104-15-4,5876,HMDB0059933,C06677,85570,Neg
100002397,305,62101,218946,Amino Acid,Glutamate Metabolism,46,NAMED,COJBGNAUUSNXHX-UHFFFAOYAQ,NC(CCC(C(O)=O)=O)=O,alpha-ketoglutaramate*,alpha-ketoglutaramate*,18465-19-5,,HMDB0001552,C00940,48,Polar
100002405,400,38306,156492,Xenobiotics,Drug - Metabolic,5755,NAMED,XZWYZXLIPXDOLR-UHFFFAOYAB,N=C(N(C)C)NC(N)=N,metformin,metformin,1115-70-4,3949,HMDB0001921,C07151,4091,Pos Early
100002417,305,38276,152194,Xenobiotics,Food Component/Plant,4773,NAMED,JTEYKUFKXGDTEU-UHFFFAOYAT,OC(C(O)C(C)(O)C)=O,"2,3-dihydroxyisovalerate","2,3-dihydroxyisovalerate",1756-18-9,657,HMDB0012141,C04039,677,Polar
100002458,305,57747,213342,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",367,NAMED,WKRBKYFIJPGYQC-DUXPYHPUBK,OC(C/C(C)=C/C(O)=O)=O,3-methylglutaconate,3-methylglutaconate,5746-90-7,1267861,HMDB0000522,,1551553,Polar
100002462,400,43582,208402,Amino Acid,Lysine Metabolism,120,NAMED,,O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)OC1OC(CCC(N)C(O)=O)CN,5-(galactosylhydroxy)-L-lysine,5-(galactosylhydroxy)-L-lysine,32448-36-5,,,,66995551,Pos Early
100002500,400,43493,157017,Amino Acid,Histidine Metabolism,81,NAMED,NRXIKWMTVXPVEF-BYPYZUCNBD,OC([C@@H](NC=N)CCC(O)=O)=O,formiminoglutamate,formiminoglutamate,816-90-0,388370,HMDB0000854,C00439,439233,Pos Early
100002528,209,46960,148213,Xenobiotics,Chemical,6087,NAMED,QAOWNCQODCNURD-UHFFFAOYAC,OS(O)(=O)=O,sulfate*,sulfate*,14808-79-8,1086,HMDB01448,C00059,5152822,Neg
100002544,400,40499,156749,Amino Acid,Glutamate Metabolism,51,NAMED,HBDWQSHEVMSFGY-SCQFTWEKBW,OC(C(O)=O)C[C@@H](C(O)=O)N,4-hydroxyglutamate,4-hydroxyglutamate,2485-33-8,388936,HMDB0001344,C03079,439902,Pos Early
100002619,305,53237,179411,Carbohydrate,Pentose Metabolism,1288,NAMED,HSNZZMHEPUFJNZ-SHUUEZRQBR,OCC([C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO)=O,sedoheptulose,sedoheptulose,3019-74-7,4573620,HMDB0003219,C02076,5459879,Polar
100002638,209,57574,212124,Lipid,Sterol,3208,NAMED,ISBSSBGEYIBVTO-TYKWNDPBBC,C[C@]1(CC2)[C@](CC[C@]1([H])[C@@](C)(O)[C@H](O)CCC(C)C)([H])[C@@]3([H])[C@]2([H])[C@](CC[C@H](O)C4)(C)C4=CC3,"20alpha,22beta-dihydroxycholesterol","20alpha,22beta-dihydroxycholesterol",596-94-1,4956189,HMDB0006763,C05501,6453841,Neg
100002679,400,38754,156574,Amino Acid,Glutamate Metabolism,53,NAMED,UHBYWPGGCSDKFX-UHFFFAOYAH,OC(C(C(O)=O)CC(C(O)=O)N)=O,gamma-carboxyglutamate,gamma-carboxyglutamate,56271-99-9,37241,HMDB0041900,,40772,Pos Early
100002704,305,39786,146996,Nucleotide,"Purine Metabolism, Guanine containing",4179,NAMED,ZDPUTNZENXVHJC-UHFFFAOYAG,NC1=NC2=C(C(N1)=O)N=CN2C3OC(C(C3O)OP(O)(O)=O)CO,guanosine 3'-monophosphate (3'-GMP),guanosine 3'-monophosphate (3'-GMP),117-68-0,3402,,,135398727,Polar
100002717,400,38661,156555,Xenobiotics,Tobacco Metabolite,4612,NAMED,XOKCJXZZNAUIQN-IENPIDJEBV,O=C1N(C)[C@H]([C@]2=CN=CC=C2)CC1O,hydroxycotinine,hydroxycotinine,34834-67-8,8395266,HMDB0001390,,107963,Pos Early
100002732,402,38669,159108,Xenobiotics,Drug - Respiratory,5937,NAMED,ZZVUWRFHKOJYTH-UHFFFAOYAI,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,diphenhydramine,diphenhydramine,147-24-0,2989,HMDB0001927,C06960,3100,Pos Late
100002733,209,52442,165101,Nucleotide,"Purine Metabolism, Guanine containing",4202,NAMED,WTIFIAZWCCBCGE-UUOKFMHZBV,O[C@H]1[C@H]([C@H](N2C(NC(N)=NC3=O)=C3N=C2)O[C@@H]1CO)OP(O)(O)=O,guanosine 2'-monophosphate (2'-GMP)*,guanosine 2'-monophosphate (2'-GMP)*,,392466,HMDB0240586,,135460966,Neg
100002735,400,38595,156522,Xenobiotics,Drug - Gastrointestinal,5741,NAMED,VMXUWOKSQNHOCA-UKTHLTGXBF,[O-][N+](/C=C(NC)/NCCSCC1=CC=C(CN(C)C)O1)=O,ranitidine,ranitidine,66357-59-3,2272523,HMDB0001930,D00422,3001055,Pos Early
100002738,400,39586,156591,Xenobiotics,Drug - Respiratory,5952,NAMED,KWGRBVOPPLSCSI-WCBMZHEXBE,O[C@@H](C1=CC=CC=C1)[C@H](C)NC,pseudoephedrine,pseudoephedrine,90-82-4,6761,HMDB0001943,C02765,7028,Pos Early
100002749,400,39592,156595,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",457,NAMED,IDIDJDIHTAOVLG-VKHMYHEABD,OC([C@H](CSC)N)=O,S-methylcysteine,S-methylcysteine,1187-84-4,22826,HMDB0002108,,"24417,7058174,88180",Pos Early
100002766,402,39761,159178,Lipid,Progestin Steroids,3293,NAMED,RWBRUCCWZPSBFC-SJOKZOANBK,O=C1CC[C@@]2(C)C(CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@@H]4[C@@H](C)O)=C1,20a-dihydroprogesterone,20a-dihydroprogesterone,145-14-2,83725,HMDB0003069,C04042,92747,Pos Late
100002769,400,57461,211115,Amino Acid,Urea cycle; Arginine and Proline Metabolism,522,NAMED,BMFMQGXDDJALKQ-BYPYZUCNBB,N=C(N)NCCC[C@H](O)C(O)=O,argininate*,argininate*,157-07-3,140984,HMDB0003148,,160437,Pos Early
100002773,402,39788,159190,Xenobiotics,Food Component/Plant,5056,NAMED,JVKYZPBMZPJNAJ-OQFNDJACBI,O[C@H](C1)CC[C@@]2(C)C1=CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])C[C@@]5([H])[C@]4([H])[C@H](C)[C@]6([H])N5C[C@@H](C)CC6,solanidine,solanidine,80-78-4,59150,HMDB0003236,C06543,65727,Pos Late
100002784,400,55072,208196,Amino Acid,Urea cycle; Arginine and Proline Metabolism,491,NAMED,ARBHXJXXVVHMET-UHFFFAOYAC,OC(C(CCC/N=C(N)/N)=O)=O,2-oxoarginine*,2-oxoarginine*,3715-10-4,542,HMDB0004225,C03771,558,Pos Early
100002796,209,62873,220667,Lipid,Medium Chain Fatty Acid,1496,NAMED,XKZKQTCECFWKBN-SREVYHEPBE,OC(CC\C=C/CCCCC)=O,cis-4-decenoate (10:1n6)*,cis-4-decenoate (10:1n6)*,505-90-8,4471776,HMDB0004980,,5282726,Neg
100002804,402,39757,159176,Xenobiotics,Drug - Psychoactive,5863,NAMED,VGKDLMBJGBXTGI-SJCJKPOMBV,ClC(C=[C@@](C=C1)[C@@H](C2=CC=CC=C32)CC[C@@H]3NC)=C1Cl,sertraline,sertraline,79559-97-0,61881,HMDB0005010,C07246,68617,Pos Late
100002806,400,38686,156568,Xenobiotics,Drug - Neurological,5830,NAMED,UGJMXCAKCUNAIE-UHFFFAOYAG,NCC1(CCCCC1)CC(O)=O,gabapentin,gabapentin,60142-96-3,3328,HMDB0005015,D00332,3446,Pos Early
100002807,402,38623,159083,Xenobiotics,Drug - Psychoactive,5864,NAMED,PNVNVHUZROJLTJ-UHFFFAOYAJ,COC1=CC=C(C(C2(CCCCC2)O)CN(C)C)C=C1,venlafaxine,venlafaxine,93413-69-5,5454,HMDB0005016,C07187,5656,Pos Late
100002849,209,39603,141920,Xenobiotics,Chemical,6094,NAMED,IWJBVMJWSPZNJH-XWBUKDKVBJ,O[C@H]([C@H]1O)[C@@H]([C@@H]([C@](O)=O)OC1OCC)O,ethyl glucuronide,ethyl glucuronide,17685-04-0,134174,HMDB0010325,,18392195,Neg
100002873,402,49617,161405,Lipid,Lysophospholipid,2650,NAMED,4000,CCCCCCCCCCCCCCCCCCCCCCCC(OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O)=O,1-lignoceroyl-GPC (24:0),1-lignoceroyl-GPC (24:0),325171-59-3,24766539,HMDB0010405,,24779481,Pos Late
100002875,402,52474,165152,Lipid,Lysoplasmalogen,2834,NAMED,HTZINLFNXLXRBC-CQLBIITFBS,CCCCCCCCCCCCCC/C=C\OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,,9093054,HMDB0010407,,10917802,Pos Late
100002910,400,62946,220814,Amino Acid,Histidine Metabolism,92,NAMED,UJCGYTCAMOHYCG-UHFFFAOYAA,O=C(O)CC1=CN=CN1C,1-methyl-5-imidazoleacetate,1-methyl-5-imidazoleacetate,4200-48-0,4954265,HMDB04988,,6451814,Pos Early
100002927,400,43378,211502,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",458,NAMED,4000,NC(CS(C)=O)C(O)=O,S-methylcysteine sulfoxide,S-methylcysteine sulfoxide,6853-87-8,74136,HMDB0029432,,82142,Pos Early
100002945,209,38768,143701,Lipid,"Fatty Acid, Branched",1643,NAMED,,CC(CCCCCCCCCCCCCC(O)=O)C,(14 or 15)-methylpalmitate (a17:0 or i17:0),(14 or 15)-methylpalmitate (a17:0 or i17:0),,,HMDB0061859,C16995,"8181,17903417",Neg
100002957,305,46148,210928,Carbohydrate,Nucleotide Sugar,1392,NAMED,,O[C@]1([H])[C@@](O)([H])[C@](COP(O)(OP(O)(O[C@H]2[C@H](NC(C)=O)[C@@H](O)[C@H](O)C(CO)O2)=O)=O)([H])O[C@]1(N(C=C3)C(NC3=O)=O)[H],UDP-N-acetylglucosamine/galactosamine,UDP-N-acetylglucosamine/galactosamine,,,"HMDB0000304,HMDB0000290","C00203,C00043","44576,1167",Polar
100002990,402,46799,165354,Lipid,Diacylglycerol,2928,NAMED,,CCCCCCCC/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)O)=O,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],oleoyl-linoleoyl-glycerol (18:1/18:2) [2],104346-53-4,29788004,HMDB0007219,,71433693,Pos Late
100003000,402,39270,163991,Lipid,Lysoplasmalogen,2835,NAMED,QYTPGOPLNFESQC-RLHAVTDZBD,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,,10471193,HMDB0011152,,,Pos Late
100003001,402,39271,180976,Lipid,Lysoplasmalogen,2839,NAMED,,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCCCC,1-(1-enyl-stearoyl)-GPE (P-18:0)*,1-(1-enyl-stearoyl)-GPE (P-18:0)*,,,,,,Pos Late
100003119,209,39732,143757,Lipid,Endocannabinoid,2173,NAMED,KOGRJTUIKPMZEJ-KTKRTIGZBU,O=C(CCCCCCC/C=C\CCCCCCCC)NCCS(O)(=O)=O,N-oleoyltaurine,N-oleoyltaurine,52514-04-2,4941625,,,6437033,Neg
100003151,402,46223,159669,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1892,NAMED,MJLXQSQYKZWZCB-DQFWFXSYBW,[O-]C(C[C@H](C[N+](C)(C)C)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O,linoleoylcarnitine (C18:2)*,linoleoylcarnitine (C18:2)*,36816-10-1,4952667,HMDB0006469,,6450015,Pos Late
100003152,400,39577,156583,Amino Acid,Glutamate Metabolism,59,NAMED,AOKCDAVWJLOAHG-UHFFFAOYAA,CNCCCC(O)=O,N-methyl-GABA,N-methyl-GABA,1119-48-8,63869,,C15987,70703,Pos Early
100003169,209,40008,141960,Peptide,Dipeptide,853,NAMED,UCGDDTHMMVWVMV-UHFFFAOYAU,O=C(C(C(CC)C)N)NCC(O)=O,isoleucylglycine,isoleucylglycine,868-28-0,303621,HMDB0028907,,342532,Neg
100003179,400,40010,156665,Peptide,Dipeptide,867,NAMED,HSQGMTRYSIHDAC-UHFFFAOYAG,O=C(C(CC(C)C)N)NC(C)C(O)=O,leucylalanine,leucylalanine,7298-84-2,227625,HMDB0028922,,81721,Pos Early
100003183,400,48189,157731,Peptide,Dipeptide,1047,NAMED,JYOAXOMPIXKMKK-UHFFFAOYAJ,O=C(C(CC(C)C)N)NC(CCC(N)=O)C(O)=O,leucylglutamine*,leucylglutamine*,,3511125,HMDB0028927,,4305457,Pos Early
100003185,400,40045,156684,Peptide,Dipeptide,872,NAMED,LESXFEZIFXFIQR-UHFFFAOYAD,O=C(C(CC(C)C)N)NCC(O)=O,leucylglycine,leucylglycine,686-50-0,71402,HMDB0028929,,79070,Pos Early
100003210,400,39994,156660,Peptide,Dipeptide,1037,NAMED,XCTHZFGSVQBHBW-UHFFFAOYAS,O=C(C(C(C)C)N)NC(CC(C)C)C(O)=O,valylleucine,valylleucine,22906-55-4,312586,HMDB0029131,,352039,Pos Early
